"Source.Uniform","Date.LPC","Trip.ID.by.date","LPC.present","Harvest.kg..NAs.Prey....","Harvest.kg","HarvShare_NotAccounted","Made.Kill","Day.Night","Prey.Number","Prey.Catch.Spa","Prey.Catch","Prey.Catch.2","Prey.Catch.3","Prey.Catch.4","Prey.Catch.5","PC.kg","PC.kg.2","PC.kg.3","PC.kg.4","PC.kg.5","Harvest.guess","hoh.key","Hunter.ID","Hunter.Age","Technology","Hours.hunted","Dogs.used","Assistant.1.ID","Assistant.1.Age","Assistant.1.Technology","Assistant.2.ID","Assistant.2.Age","Assistant.2.Technology","Assistant.3.ID","Assistant.3.Age","Assistant.3.Technology","month","day","yr","month.yr","date"
"Notes","6/17/11",1,"No","deer (x1)",34,34,NA,"day",1,"antelope","yuk","","","","",NA,NA,NA,NA,NA,"Yes",65,"M65A",49,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06","17","2011","06/2011","06/17/2011"
"Notes","6/29/11",3,"Yes","0",0,0,NA,"day",0,"ground mole traps checked & bird trap set by assistants (pigeon catched on 062911)","","","","","",NA,NA,NA,NA,NA,"No",66,"M66A",33,"Machete",2,"Yes","M65D",16,"Trap","M65E",14,"Trap",NA,NA,NA,"06","29","2011","06/2011","06/29/2011"
"Notes","6/29/11",3,"Yes","0",0,0,NA,"day",0,"ground mole traps checked & bird trap set by assistants (pigeon catched on 062911)","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"06","29","2011","06/2011","06/29/2011"
"Notes","7/1/11",5,"No","0",0,0,NA,"night",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",19,"M19E",16,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","01","2011","07/2011","07/01/2011"
"Notes","7/1/11",5,"No","0",0,0,NA,"night",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",55,"M55A",39,"Machete",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","01","2011","07/2011","07/01/2011"
"Notes","7/2/11",6,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",19,"M19E",16,"Shotgun",1.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",6,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",55,"M55A",39,"Machete",1.5,"No","M55C",13,"Machete",NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",7,"Yes","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",1.75,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",7,"Yes","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",19,"M19E",16,"Shotgun",1.75,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",7,"Yes","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",55,"M55A",39,"Machete",1.75,"Yes","M55C",13,"Machete",NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",7,"Yes","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",61,"M61A",21,"Machete",1.75,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/2/11",8,"No","armadillo (x1)",5,5,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"Yes",54,"M54A",37,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","02","2011","07/2011","07/02/2011"
"Notes","7/5/11",9,"No","armadillo (x1)",5,5,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"Yes",29,"M29A",23,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","05","2011","07/2011","07/05/2011"
"Notes","7/5/11",11,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",5,"M5A",49,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","05","2011","07/2011","07/05/2011"
"Notes","7/5/11",12,"No","paca (x1)",8.5,8.5,NA,"night",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26A",58,"Machete",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","05","2011","07/2011","07/05/2011"
"Notes","7/5/11",12,"No","paca (x1)",8.5,8.5,NA,"night",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",45,"M45A",28,"Shotgun",3,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","05","2011","07/2011","07/05/2011"
"Notes","7/6/11",13,"Yes","0",0,0,NA,"day",0,"peccary, squash","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",2.93,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","06","2011","07/2011","07/06/2011"
"Notes","7/6/11",13,"Yes","0",0,0,NA,"day",0,"peccary, squash","","","","","",NA,NA,NA,NA,NA,"No",65,"M65A",49,"Shotgun",2.93,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","06","2011","07/2011","07/06/2011"
"Notes","7/7/11",15,"Yes","paca (x1)",8.5,8.5,NA,"night",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",0,"M0A",34,"Machete",3.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","07","2011","07/2011","07/07/2011"
"Notes","7/7/11",15,"Yes","paca (x1)",8.5,8.5,NA,"night",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26C",17,"Machete",3.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","07","2011","07/2011","07/07/2011"
"Notes","7/7/11",15,"Yes","paca (x1)",8.5,8.5,NA,"night",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",45,"M45A",28,"Shotgun",3.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","07","2011","07/2011","07/07/2011"
"Notes","7/9/11",16,"Yes","0",0,0,NA,"night",0,"gibnut, antelope","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",5.47,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/9/11",16,"Yes","0",0,0,NA,"night",0,"gibnut, antelope","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",17,"Machete",5.47,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/9/11",16,"Yes","0",0,0,NA,"night",0,"gibnut, antelope","","","","","",NA,NA,NA,NA,NA,"No",27,"M27A",25,"Machete",5.47,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/9/11",16,"Yes","0",0,0,NA,"night",0,"gibnut, antelope","","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Shotgun",5.47,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/9/11",17,"No","coatimundi (x1)",3,3,NA,"day",1,"squash (x2 that week)","chiic","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26A",58,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/9/11",17,"No","coatimundi (x1)",3,3,NA,"day",1,"squash (x2 that week)","chiic","","","","",NA,NA,NA,NA,NA,"Yes",5,"M5A",49,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","09","2011","07/2011","07/09/2011"
"Notes","7/11/11",18,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26A",58,"Shotgun",8,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","11","2011","07/2011","07/11/2011"
"Notes","7/11/11",18,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",5,"M5A",49,"Machete",8,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","11","2011","07/2011","07/11/2011"
"Notes","7/11/11",19,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26C",17,"Machete",3.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","11","2011","07/2011","07/11/2011"
"Notes","7/11/11",19,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",45,"M45A",28,"Machete",3.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","11","2011","07/2011","07/11/2011"
"Notes","7/12/11",20,"No","0",0,0,NA,"day",0,"squash","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Shotgun",1.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","12","2011","07/2011","07/12/2011"
"Notes","7/14/11",21,"No","0",0,0,NA,"day",0,"squash","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","14","2011","07/2011","07/14/2011"
"Notes","7/14/11",21,"No","0",0,0,NA,"day",0,"squash","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",17,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","14","2011","07/2011","07/14/2011"
"Notes","7/16/11",22,"No","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/16/11",22,"No","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",17,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/16/11",23,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",17,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/16/11",23,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",27,"M27A",25,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/16/11",23,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",22,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/16/11",24,"No","0",0,0,NA,"day",0,"squash","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","16","2011","07/2011","07/16/2011"
"Notes","7/18/11",25,"Yes","0",0,0,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",3.77,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","18","2011","07/2011","07/18/2011"
"Notes","7/18/11",25,"Yes","0",0,0,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",39,"M39A",24,"Machete",3.77,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","18","2011","07/2011","07/18/2011"
"Notes","7/18/11",25,"Yes","0",0,0,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",62,"M62A",27,"Machete",3.77,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"07","18","2011","07/2011","07/18/2011"
"Notes","12/26/11",26,"No","paca (x3)",25.5,25.5,NA,"night",3,"gibnut (x3)","halee","halee","halee","","",8.5,8.5,8.5,NA,NA,"Yes",26,"M26C",17,"Machete",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","26","2011","12/2011","12/26/2011"
"Notes","12/26/11",26,"No","paca (x3)",25.5,25.5,NA,"night",3,"gibnut (x3)","halee","halee","halee","","",8.5,8.5,8.5,NA,NA,"Yes",45,"M45A",28,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","26","2011","12/2011","12/26/2011"
"Notes","1/5/12",27,"No","90.7",90.70294785,90.70294785,NA,"day",2,"deer (x2)","keeh","keeh","","","",45.35147393,45.35147393,NA,NA,NA,"No",65,"M65A",50,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","05","2012","01/2012","01/05/2012"
"Notes","1/5/12",27,"No","90.7",90.70294785,90.70294785,NA,"day",2,"deer (x2)","keeh","keeh","","","",45.35147393,45.35147393,NA,NA,NA,"No",66,"M66A",33,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","05","2012","01/2012","01/05/2012"
"Notes","1/6/12",28,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",65,"M65C",25,"Machete",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","06","2012","01/2012","01/06/2012"
"Notes","1/6/12",28,"No","0",0,0,NA,"day",0,"deer","","","","","",NA,NA,NA,NA,NA,"No",66,"M66A",33,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","06","2012","01/2012","01/06/2012"
"Notes","1/16/12",29,"No","white collared peccary (x2)",38,38,NA,"day",2,"peccary (x2)","kitam","kitam","","","",19,19,NA,NA,NA,"Yes",26,"M26A",59,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","16","2012","01/2012","01/16/2012"
"Notes","1/16/12",29,"No","white collared peccary (x2)",38,38,NA,"day",2,"peccary (x2)","kitam","kitam","","","",19,19,NA,NA,NA,"Yes",5,"M5A",50,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","16","2012","01/2012","01/16/2012"
"Notes","1/16/12",30,"No","0",0,0,NA,"day",0,NA,"","","","","",NA,NA,NA,NA,NA,"No",65,"M65A",50,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","16","2012","01/2012","01/16/2012"
"Notes","1/16/12",30,"No","0",0,0,NA,"day",0,NA,"","","","","",NA,NA,NA,NA,NA,"No",66,"M66A",33,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","16","2012","01/2012","01/16/2012"
"Notes","1/19/12",31,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",26,"M26A",59,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","19","2012","01/2012","01/19/2012"
"Notes","1/19/12",31,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"Yes",5,"M5A",49,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","19","2012","01/2012","01/19/2012"
"Notes","1/20/12",32,"No","paca (x1) 8.5, agouti (x1) 3.5",12,12,NA,"day",2,"gibnut, agouti","halee","kiib","","","",8.5,3.5,NA,NA,NA,"Yes",65,"M65A",50,"Shotgun",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","20","2012","01/2012","01/20/2012"
"Notes","1/20/12",32,"No","paca (x1) 8.5, agouti (x1) 3.5",12,12,NA,"day",2,"gibnut, agouti","halee","kiib","","","",8.5,3.5,NA,NA,NA,"Yes",66,"M66A",34,"Shotgun",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","20","2012","01/2012","01/20/2012"
"Notes","1/20/12",33,"No","deer (x1)",34,34,NA,"night",1,"deer","keeh","","","","",NA,NA,NA,NA,NA,"Yes",2,"M2A",28,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","20","2012","01/2012","01/20/2012"
"GPS/HR","1/21/12",34,"Yes","22.7",22.67573696,22.67573696,NA,"day",1,"peccary (gun available but killed with machete)","kitam","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",6.18,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","21","2012","01/2012","01/21/2012"
"GPS/HR","1/21/12",34,"Yes","22.7",22.67573696,22.67573696,NA,"day",1,"peccary (gun available but killed with machete)","kitam","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Machete",6.18,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","21","2012","01/2012","01/21/2012"
"GPS/HR","1/21/12",34,"Yes","22.7",22.67573696,22.67573696,NA,"day",1,"peccary (gun available but killed with machete)","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Machete",6.18,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","21","2012","01/2012","01/21/2012"
"GPS/HR","1/23/12",35,"Yes","5",4.988662132,4.988662132,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",1.91,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","23","2012","01/2012","01/23/2012"
"GPS/HR","1/23/12",35,"Yes","5",4.988662132,4.988662132,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",32,"M32A",45,"Machete",1.91,"Yes","M32D",15,"Machete","M32E",11,"Machete","M32F",10,"Machete","01","23","2012","01/2012","01/23/2012"
"Notes","1/24/12",36,"No","armadillo (x1)",5,5,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"Yes",32,"M32A",45,"Machete",NA,"Yes","M32D",15,"Machete","M32E",11,"Machete",NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"Notes","1/24/12",37,"No","paca (x1)",8.5,8.5,NA,"day",1,"gibnut (big)","halee","","","","",NA,NA,NA,NA,NA,"Yes",61,"M61A",22,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"GPS/HR","1/24/12",38,"Yes","0",0,0,NA,"day",0,"peccary, gibnut","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",34,"Machete",5.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"GPS/HR","1/24/12",38,"Yes","0",0,0,NA,"day",0,"peccary, gibnut","","","","","",NA,NA,NA,NA,NA,"No",57,"M57A",27,"Machete",5.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"GPS/HR","1/24/12",38,"Yes","0",0,0,NA,"day",0,"peccary, gibnut","","","","","",NA,NA,NA,NA,NA,"No",58,"M58A",54,"Machete",5.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"GPS/HR","1/24/12",38,"Yes","0",0,0,NA,"day",0,"peccary, gibnut","","","","","",NA,NA,NA,NA,NA,"No",58,"M58C",18,"Machete",5.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","24","2012","01/2012","01/24/2012"
"Notes","1/26/12",39,"No","white collared peccary (x2)",38,38,NA,"day",2,"peccary (x2 hunted, x1 escaped) same place as 21Jan12","kitam","kitam","","","",19,19,NA,NA,NA,"Yes",26,"M26A",59,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","26","2012","01/2012","01/26/2012"
"Notes","1/26/12",39,"No","white collared peccary (x2)",38,38,NA,"day",2,"peccary (x2 hunted, x1 escaped) same place as 21Jan12","kitam","kitam","","","",19,19,NA,NA,NA,"Yes",26,"M26C",18,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","26","2012","01/2012","01/26/2012"
"Notes","1/26/12",39,"No","white collared peccary (x2)",38,38,NA,"day",2,"peccary (x2 hunted, x1 escaped) same place as 21Jan12","kitam","kitam","","","",19,19,NA,NA,NA,"Yes",45,"M45A",29,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","26","2012","01/2012","01/26/2012"
"Notes","1/26/12",40,"No","22.7",22.67573696,22.67573696,NA,"day",2,"gibnut (x2) peccary encounters","halee","halee","","","",13.6,9.1,NA,NA,NA,"No",66,"M66A",33,"Shotgun",5,"Yes","M65D",16,"Machete","M65E",14,"Machete",NA,NA,NA,"01","26","2012","01/2012","01/26/2012"
"Notes","1/27/12",42,"No","19",19,19,NA,"day",1,"peccary (M28A chopped a dogs nose)","kitam","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",59,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","27","2012","01/2012","01/27/2012"
"Notes","1/27/12",42,"No","19",19,19,NA,"day",1,"peccary (M28A chopped a dogs nose)","kitam","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","27","2012","01/2012","01/27/2012"
"Notes","1/27/12",42,"No","19",19,19,NA,"day",1,"peccary (M28A chopped a dogs nose)","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","27","2012","01/2012","01/27/2012"
"Notes","1/29/12",43,"No","0",0,0,NA,"day",0,"peccary (dog wounded with M72A machete)","","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","29","2012","01/2012","01/29/2012"
"Notes","1/29/12",43,"No","0",0,0,NA,"day",0,"peccary (dog wounded with M72A machete)","","","","","",NA,NA,NA,NA,NA,"No",72,"M72A",35,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","29","2012","01/2012","01/29/2012"
"Notes","1/29/12",44,"No","paca (x1)",8.5,8.5,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"Yes",61,"M61A",22,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","29","2012","01/2012","01/29/2012"
"Notes","1/29/12",45,"No","0",0,0,NA,"night",0,"deer (shot and could not find it)","","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Shotgun",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","29","2012","01/2012","01/29/2012"
"Notes","1/29/12",45,"No","0",0,0,NA,"night",0,"deer (shot and could not find it)","","","","","",NA,NA,NA,NA,NA,"No",72,"M72A",35,"Machete",NA,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","29","2012","01/2012","01/29/2012"
"Notes","1/30/12",46,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary (last night shot a deer and could not find it)","kitam","","","","",NA,NA,NA,NA,NA,"Yes",45,"M45A",28,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","30","2012","01/2012","01/30/2012"
"Notes","1/30/12",46,"No","white collared peccary (x1)",19,19,NA,"day",1,"peccary (last night shot a deer and could not find it)","kitam","","","","",NA,NA,NA,NA,NA,"Yes",72,"M72A",35,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","30","2012","01/2012","01/30/2012"
"Notes","1/31/12",47,"No","0",0,0,NA,"day",0,"peccary (escaped because of the rain)","","","","","",NA,NA,NA,NA,NA,"No",38,"M38A",40,"Shotgun",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","31","2012","01/2012","01/31/2012"
"Notes","1/31/12",47,"No","0",0,0,NA,"day",0,"peccary (escaped because of the rain)","","","","","",NA,NA,NA,NA,NA,"No",57,"M57A",27,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","31","2012","01/2012","01/31/2012"
"Notes","2/3/12",48,"No","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",61,"M61A",22,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"02","03","2012","02/2012","02/03/2012"
