"Source.Uniform","Date.LPC","Trip.ID.by.date","LPC.present","Harvest.kg..NAs.Prey....","Harvest.kg","HarvShare_NotAccounted","Made.Kill","Day.Night","Prey.Number","Prey.Catch.Spa","Prey.Catch","Prey.Catch.2","Prey.Catch.3","Prey.Catch.4","Prey.Catch.5","PC.kg","PC.kg.2","PC.kg.3","PC.kg.4","PC.kg.5","Harvest.guess","hoh.key","Hunter.ID","Hunter.Age","Technology","Hours.hunted","Dogs.used","Assistant.1.ID","Assistant.1.Age","Assistant.1.Technology","Assistant.2.ID","Assistant.2.Age","Assistant.2.Technology","Assistant.3.ID","Assistant.3.Age","Assistant.3.Technology","month","day","yr","month.yr","date"
"HA","11/12/12",168,"No","22.7",22.67573696,22.67573696,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",32,"M32A",45,"Machete",10,"Yes","M32D",15,"Machete","M32E",11,"Machete","M32F",10,"Machete","11","12","2012","11/2012","11/12/2012"
"HA","11/18/12",169,"No","15.9",15.87301587,15.87301587,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",57,"M57A",27,"Machete",2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","18","2012","11/2012","11/18/2012"
"HA","11/18/12",169,"No","15.9",15.87301587,15.87301587,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",58,"M58",50,"Machete",2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","18","2012","11/2012","11/18/2012"
"HA","11/18/12",169,"No","15.9",15.87301587,15.87301587,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",58,"M58A",54,"Machete",2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","18","2012","11/2012","11/18/2012"
"HA","11/28/12",172,"No","22.7",22.67573696,22.67573696,NA,"day",2,"armadillo, gibnut","wech","halee","","","",9.1,13.6,NA,NA,NA,"No",49,"M49C",20,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","28","2012","11/2012","11/28/2012"
"HA","11/29/12",173,"No","15.9",15.87301587,15.87301587,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",6.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","29","2012","11/2012","11/29/2012"
"HA","11/29/12",173,"No","15.9",15.87301587,15.87301587,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",6.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","29","2012","11/2012","11/29/2012"
"GPS/HR","11/30/12",174,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",6.45,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","30","2012","11/2012","11/30/2012"
"GPS/HR","11/30/12",174,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",18,"Machete",6.45,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","30","2012","11/2012","11/30/2012"
"GPS/HR","11/30/12",174,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Machete",6.45,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","30","2012","11/2012","11/30/2012"
"GPS/HR","11/30/12",174,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",6.45,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","30","2012","11/2012","11/30/2012"
"HA","12/1/12",175,"No","22.7",22.67573696,22.67573696,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",58,"M58A",54,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","01","2012","12/2012","12/01/2012"
"HA","12/1/12",175,"No","22.7",22.67573696,22.67573696,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",58,"M58C",18,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","01","2012","12/2012","12/01/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",59,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5C",20,"Shotgun",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5D",16,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/2/12",176,"No","13.6",13.60544218,13.60544218,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",6,"M6A",30,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","02","2012","12/2012","12/02/2012"
"HA","12/3/12",177,"No","0",0,0,NA,"night",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Shotgun",1.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","03","2012","12/2012","12/03/2012"
"GPS/HR","12/6/12",178,"Yes","0",0,0,NA,"day",0,"gibnut","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",5.08,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","06","2012","12/2012","12/06/2012"
"GPS/HR","12/6/12",178,"Yes","0",0,0,NA,"day",0,"gibnut","","","","","",NA,NA,NA,NA,NA,"No",71,"M71A",60,"Machete",5.08,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","06","2012","12/2012","12/06/2012"
"GPS/HR","12/6/12",178,"Yes","0",0,0,NA,"day",0,"gibnut","","","","","",NA,NA,NA,NA,NA,"No",73,"M73C",18,"Machete",5.08,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","06","2012","12/2012","12/06/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",20,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Shotgun",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5C",16,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5D",20,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"HA","12/7/12",179,"No","22.7",22.67573696,22.67573696,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",6,"M6A",30,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","07","2012","12/2012","12/07/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",18,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",27,"M27A",25,"Shotgun",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","6.3",6.349206349,6.349206349,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",36,"M36A",20,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","6.3",6.349206349,6.349206349,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"GPS/HR","12/8/12",180,"Yes","0",0,6.349206349,NA,"day",0,"armadillo","","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Machete",6.78,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","08","2012","12/2012","12/08/2012"
"HA","12/9/12",181,"No","29.5",29.47845805,29.47845805,NA,"night",1,"deer","keeh","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",3.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","09","2012","12/2012","12/09/2012"
"HA","12/9/12",181,"No","29.5",29.47845805,29.47845805,NA,"night",1,"deer","keeh","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Shotgun",3.5,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","09","2012","12/2012","12/09/2012"
"HA","12/10/12",182,"No","5.4",5.442176871,5.442176871,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",71,"M71A",60,"Machete",7.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","10","2012","12/2012","12/10/2012"
"HA","12/10/12",182,"No","5.4",5.442176871,5.442176871,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",73,"M73A",54,"Machete",7.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","10","2012","12/2012","12/10/2012"
"HA","12/10/12",182,"No","5.4",5.442176871,5.442176871,NA,"day",1,"armadillo","wech","","","","",NA,NA,NA,NA,NA,"No",73,"M73C",18,"Machete",7.3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","10","2012","12/2012","12/10/2012"
"HA","12/12/12",183,"No","15.9",15.87301587,15.87301587,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",4.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/12/12",183,"No","15.9",15.87301587,15.87301587,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",4.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/12/12",184,"No","31.7",31.74603175,31.74603175,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Shotgun",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/12/12",184,"No","31.7",31.74603175,31.74603175,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5C",20,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/12/12",184,"No","31.7",31.74603175,31.74603175,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5D",16,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/12/12",184,"No","31.7",31.74603175,31.74603175,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",6,"M6A",30,"Machete",4,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"GPS/HR","12/12/12",185,"Yes","0",0,0,NA,"day",0,"game","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",5.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"GPS/HR","12/12/12",185,"Yes","0",0,0,NA,"day",0,"game","","","","","",NA,NA,NA,NA,NA,"No",69,"M69A",29,"Machete",5.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"GPS/HR","12/12/12",185,"Yes","0",0,0,NA,"day",0,"game","","","","","",NA,NA,NA,NA,NA,"No",70,"M70A",60,"Shotgun",5.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"GPS/HR","12/12/12",185,"Yes","0",0,0,NA,"day",0,"game","","","","","",NA,NA,NA,NA,NA,"No",71,"M71A",60,"Machete",5.2,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","12","2012","12/2012","12/12/2012"
"HA","12/13/12",186,"No","4.3",4.308390023,4.308390023,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","13","2012","12/2012","12/13/2012"
"HA","12/14/12",187,"No","5.4",5.442176871,5.442176871,NA,"day",1,"armadillo, agouti","wech","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",59,"Machete",7,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","14","2012","12/2012","12/14/2012"
"HA","12/14/12",187,"No","5.4",5.442176871,5.442176871,NA,"day",1,"armadillo, agouti","wech","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",7,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","14","2012","12/2012","12/14/2012"
"HA","12/15/12",188,"No","5.4",5.442176871,5.442176871,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",65,"M65A",50,"Shotgun",4.5,"Yes","M65E",14,"Machete",NA,NA,NA,NA,NA,NA,"12","15","2012","12/2012","12/15/2012"
"HA","12/15/12",188,"No","5.4",5.442176871,5.442176871,NA,"day",1,"gibnut","halee","","","","",NA,NA,NA,NA,NA,"No",65,"M65C",25,"Machete",4.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","15","2012","12/2012","12/15/2012"
"HA","12/15/12",189,"No","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",2.5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","15","2012","12/2012","12/15/2012"
"GPS/HR","12/15/12",190,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",4.98,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","15","2012","12/2012","12/15/2012"
"GPS/HR","12/15/12",190,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",65,"M65A",50,"Shotgun",4.98,"Yes","M65D",16,"Machete","M65E",14,"Machete","M65I",10,"Machete","12","15","2012","12/2012","12/15/2012"
"GPS/HR","12/15/12",190,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",65,"M65C",25,"Machete",4.98,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","15","2012","12/2012","12/15/2012"
"HA","12/16/12",191,"No","11.3",11.33786848,11.33786848,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",7,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","16","2012","12/2012","12/16/2012"
"HA","12/16/12",191,"No","11.3",11.33786848,11.33786848,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",49,"M49C",20,"Machete",7,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","16","2012","12/2012","12/16/2012"
"GPS/HR","12/16/12",192,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",3.02,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","16","2012","12/2012","12/16/2012"
"GPS/HR","12/16/12",192,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Machete",3.02,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","16","2012","12/2012","12/16/2012"
"GPS/HR","12/16/12",192,"Yes","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",3.02,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","16","2012","12/2012","12/16/2012"
"GPS/HR","12/17/12",193,"Yes","0",0,0,NA,"day",0,"gibnut","","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",5.12,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","17","2012","12/2012","12/17/2012"
"GPS/HR","12/17/12",193,"Yes","0",0,0,NA,"day",0,"gibnut","","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",5.12,"Yes","M41C",16,"Machete",NA,NA,NA,NA,NA,NA,"12","17","2012","12/2012","12/17/2012"
"HA","12/19/12",194,"No","13.2",13.15192744,13.15192744,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5A",50,"Shotgun",6.25,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19","2012","12/2012","12/19/2012"
"HA","12/19/12",194,"No","13.2",13.15192744,13.15192744,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5C",20,"Machete",6.25,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19","2012","12/2012","12/19/2012"
"HA","12/19/12",194,"No","13.2",13.15192744,13.15192744,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",5,"M5D",16,"Machete",6.25,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19","2012","12/2012","12/19/2012"
"HA","12/19/12",194,"No","13.2",13.15192744,13.15192744,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",6,"M6A",30,"Machete",6.25,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","19","2012","12/2012","12/19/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",0,"M0A",35,"Machete",6.93,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",36,"M36A",20,"Machete",6.93,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",5,"M5A",50,"Shotgun",6.93,"Yes","M5",14,"Machete",NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",5,"M5C",20,"Machete",6.93,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",5,"M5D",16,"Machete",6.93,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"GPS/HR","12/20/12",195,"Yes","24.5",24.48979592,24.48979592,NA,"day",2,"peccary (38 lbs), armadillo (16 lbs)","kitam","wech","","","",17.2,7.3,NA,NA,NA,"No",6,"M6A",30,"Machete",6.93,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","20","2012","12/2012","12/20/2012"
"HA","12/22/12",196,"No","0",0,0,NA,"day",0,"peccary","","","","","",NA,NA,NA,NA,NA,"No",32,"M32A",45,"Machete",NA,"Yes","M32D",15,"Machete","M32E",11,"Machete","M32F",10,"Machete","12","22","2012","12/2012","12/22/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",0,"M0A",35,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",26,"M26",55,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",26,"M26A",58,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",26,"M26C",18,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",27,"M27A",25,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",28,"M28A",23,"Machete",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"GPS/HR","12/23/12",197,"Yes","45.4",45.35147392,45.35147392,NA,"day",1,"white-lipped peccary","ek en che","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",28,"Shotgun",7.83,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","23","2012","12/2012","12/23/2012"
"HA","12/24/12",198,"No","20.4",20.40816327,20.40816327,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",3,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","24","2012","12/2012","12/24/2012"
"HA","12/26/12",199,"No","18.1",18.14058957,18.14058957,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",37,"M37C",30,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","26","2012","12/2012","12/26/2012"
"HA","12/26/12",199,"No","18.1",18.14058957,18.14058957,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",38,"M38A",40,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","26","2012","12/2012","12/26/2012"
"HA","12/26/12",199,"No","18.1",18.14058957,18.14058957,NA,"day",1,"peccary","kitam","","","","",NA,NA,NA,NA,NA,"No",45,"M45A",29,"Machete",5,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12","26","2012","12/2012","12/26/2012"
